,first_line,first_last_word,rhyme_group,second_last_word,original_generation,chosen_index,found_valid_row
54,"Blossoms bloom where laughter finds its way,",way,grey,sway,"In the garden of joy, where hearts sway.",86,True
55,"Threads of love woven through the years,",years,years,tears,"A tapestry of memories, laughter, and tears.",65,True
57,Whispers of velvet and hues that sing—,sing,sing,wing,"A tapestry woven, where dreams take wing.",35,True
59,"Whispers through the grass where the wild things dance,",dance,dance,enhance,"In the heart of the forest, where shadows enhance.",41,True
60,"A bond unspoken, yet deep as the sea,",sea,sea,be,"A love that transcends, forever to be.",41,True
61,"Whispers of winter melt into the bloom of spring’s embrace,",embrace,embrace,grace,"A symphony of colors, a dance of nature’s grace.",140,True
64,"Brushstrokes whisper where the soul once dreamed,",dreamed,dreamed,gleamed,"In hues of passion, love's fire gleamed.",84,True
65,"In the dance of flaw and flawless light,",light,light,night,We find the beauty of the night.,105,True
66,"Whispers of wind through the ancient oak's embrace,",embrace,embrace,grace,"A symphony of nature, a timeless grace.",93,True
67,"In mirrored shades where shadow dares to creep,",creep,sweep,keep,"A silent vigil, secrets it does keep.",3,True
69,"In the rhythm of shared breath, hearts weave a single song,",song,belong,belong,"A symphony of love, where two souls belong.",12,True
70,"In brushstrokes of dawn, wild imagination ascends,",ascends,ascends,transcends,"A canvas of dreams, where reality transcends.",17,True
71,"Like thunder chained to silent stone,",stone,stone,alone,The heart of man is all alone.,57,True
72,"A flawless sphere, yet marred by its glow,",glow,glow,woe,"A beacon of light, yet a source of woe.",91,True
75,"A heartbeat hums where light once passed,",passed,past,cast,"A shadow's dance, a memory cast.",28,True
79,"It blooms in whispers, not in storm,",storm,storm,warm,"A love that's gentle, pure, and warm.",54,True
80,"I walked through the shadows where childhood once stayed,",stayed,stayed,betrayed,And found that the memories had all been betrayed.,33,True
82,"Whispers of yesterday dance on the winds of time,",time,time,sublime,"Echoes of laughter, a melody so sublime.",136,True
83,"Together we rise, woven as one,",one,spun,begun,"In the tapestry of life, our journey begun.",93,True
84,"Time’s tapestry threads with echoes of yore,",yore,soar,explore,A tapestry woven with tales to explore.,83,True
85,"Justice weeps in shadowed halls,",halls,halls,falls,"Where truth is silenced, justice falls.",70,True
86,"Laughter echoes down the lane where sunlit days once played,",played,stayed,stayed,"In the heart of childhood's realm, where innocence stayed.",26,True
88,"The road unwinds its thread through mist and sun,",sun,spun,done,And the long day is over ere it's done.,86,True
91,"In shadows deep where hope once danced with light,",light,light,night,"A tale unfolds, a journey through the night.",86,True
92,"In shadow's grip, cannon-light whispers of rage,",rage,rage,engage,"A silent dance, where shadows and light engage.",111,True
93,"In laughter’s glow, where trust is sown,",sown,stone,known,"A friendship blooms, forever known.",72,True
94,"Voices echo, yet no hearts collide,",collide,collide,hide,"In the silence, love's whispers hide.",96,True
96,"In the shadowed heart where two winds meet,",meet,deceit,sweet,"A tale of love, both bitter and sweet.",104,True
97,"Beneath the silence where whispers used to play,",play,grey,away,"A love once vibrant, now fades away.",115,True
98,"With trembling hands, I reach to light the flame,",flame,name,game,"A candle's glow, a flickering, dancing game.",9,True
99,"Two hearts entwined, a promise made,",made,stayed,stayed,"In love's embrace, forever stayed.",4,True
101,"The shadows whisper threats they cannot name,",name,name,flame,And the night's silence is a silent flame.,99,True
102,"Silhouettes of solitude etched deep in vacant skies,",skies,dies,cries,"A symphony of silence, where the heart's lament cries.",123,True
104,"Footprints in the dust of days gone by,",by,sigh,sigh,"A trail of memories, a silent sigh.",101,True
105,"The reaper whispers soft through every age,",age,rage,stage,And death is but a page in life's great stage.,22,True
108,"In the shadows, whispers rise—half angel, half abyss,",abyss,abyss,kiss,"A tale of love and loss, where darkness finds its kiss.",113,True
111,"The thunder in his chest begins to roar,",roar,soar,door,"As he stands at the door,",30,True
113,"Whispers of spring in the thawing snow's breath,",breath,breath,death,"A symphony of life, a dance with death.",6,True
115,"Roots whispered in stories older than stone,",stone,stone,sown,"In the heart of the forest, where secrets are sown.",23,True
116,"Silent nights where echoes dwell,",dwell,dwell,tell,"In the heart's embrace, a story to tell.",136,True
117,"Amber whispers brush the breeze,",breeze,trees,trees,As the sun sets on the trees.,67,True
120,"Pack the sunrise in your pocket, let the roads unwind like time,",time,time,climb,"And the world will be your oyster, if you're willing to climb.",64,True
122,"Thunder roars, but chains remain unbroken—",unbroken,unbroken,unspoken,"The storm's fury, a tempest unspoken.",38,True
123,"Winds whisper tales of roads unseen,",unseen,unseen,convene,Where dreams and reality convene.,139,True
125,"A bond untouched by time or fate,",fate,fate,late,A love that's pure and never late.,85,True
126,"Whispers of dread in the silence they creep,",creep,sweep,keep,"As the night's shadows, secrets they keep.",136,True
128,"In starlit whispers, my hopes take flight,",flight,light,night,"A symphony of dreams, a celestial night.",61,True
129,"The road unfolds like whispered dreams in dawn's embrace,",embrace,embrace,space,A canvas painted with the hues of time and space.,102,True
130,"The earth whispers tales through rustling green,",green,unseen,scene,"A symphony of life, a vibrant scene.",15,True
131,"In shadows cast by city lights, a thousand souls feel night,",night,light,flight,"A symphony of solitude, where dreams take flight.",64,True
132,"Beneath the brush of dawn’s soft light,",light,light,bright,"A world awakes, a sight so bright.",17,True
133,"The hush of time whispers tales of the old,",old,told,unfold,"In the heart of the forest, where secrets unfold.",85,True
134,"In the quiet space where heartbeats blend,",blend,blend,transcend,"A love story begins, a tale to transcend.",41,True
135,"Whispers of the past linger where old shadows dance,",dance,dance,chance,"In the heart of the forest, where secrets take their chance.",93,True
136,"Through storms of time, our roots hold fast,",fast,past,last,"In unity, our strength will last.",40,True
138,"Whispers of winds through ancient tree songs flow,",flow,glow,grow,"In the heart of the forest, where secrets grow.",126,True
139,"Whispers of crimson, symphonies in every thread,",thread,thread,wed,"A tapestry of love, where hearts are forever wed.",94,True
140,"In laughter's wake, where memory weaves,",weaves,weaves,leaves,"A tapestry of joy, where laughter leaves.",71,True
141,"Winds of freedom whisper where chains forgot to fall,",fall,fall,tall,"In the heart of the brave, where courage stands tall.",134,True
142,"The scales of justice sway on trembling strings,",strings,strings,sings,"As the world's fate hangs in the balance, it sings.",60,True
143,"In hues that hum and silence rustles soft,",soft,soft,oft,"The world's a canvas, where dreams are oft.",85,True
146,"Whispers vanish in the hollows where connection once resided,",resided,resided,subsided,"A symphony of silence, where love's echoes have subsided.",108,True
147,"Joy dances bright where kind hearts meet,",meet,deceit,sweet,"In love's embrace, life's rhythm sweet.",31,True
148,"In whispers of time, our deeds still sing—",sing,sing,thing,"A legacy's echo, a lasting thing.",132,True
