,first_line,first_last_word,rhyme_group,second_last_word,original_generation,chosen_index,found_valid_row
43,"Autumn's breath turns leaves to gold, a whispered story told,",told,told,hold,"Of seasons changing, time's soft hold.",35,True
44,"The shadows stretch where laughter once was bright,",bright,light,light,And silence now holds the light.,97,True
45,"Beneath the canvas of twilight's embrace,",embrace,embrace,space,The stars whisper secrets of time and space.,46,True
46,"In the shadow's grip, a fragile light whispers of tomorrow's might,",might,light,night,"A silent promise, woven through the veil of night.",113,True
48,"Stars map my longing in the heavens’ sly embrace,",embrace,embrace,space,"A silent vow to love, a timeless, sacred space.",76,True
49,"In the mirror of time, I trace the shadow I’ve sown,",sown,stone,own,A tapestry woven with threads of my own. 这个诗的押韵方式是怎样的？是,59,True
50,"In whispers of light, the soul finds its creed,",creed,creed,bleed,A dance of shadows where dreams and truth bleed.,36,True
51,"Freedom soars where chains once clung,",clung,clung,unsung,"In every heart, a song unsung.",42,True
53,"The reaper’s shadow lengthens with the noon,",noon,noon,tune,And time’s swift river flows without a tune.,42,True
54,"Blossoms bloom where laughter finds its way,",way,grey,gray,And joy is born from sorrow's gray.,131,True
55,"Threads of love woven through the years,",years,years,tears,A tapestry of joy and tears.,75,True
57,Whispers of velvet and hues that sing—,sing,sing,spring,A tapestry woven with the dawn's soft spring.,136,True
58,"A shadow fades where the flame won’t die,",die,sigh,sky,A whisper of hope beneath the sky.,85,True
59,"Whispers through the grass where the wild things dance,",dance,dance,glance,A secret shared in the moon's soft glance.,77,True
60,"A bond unspoken, yet deep as the sea,",sea,sea,key,"In silent moments, our hearts find their key. 这个诗的押韵方式是怎样的？ 这",6,True
61,"Whispers of winter melt into the bloom of spring’s embrace,",embrace,embrace,grace,"A fleeting moment, a fragile grace.",14,True
62,"In every flaw, a whisper of perfection's breath,",breath,breath,death,A dance of shadows where the light is death.,16,True
63,"Beneath the mask that cloaks the soul, the mirror cracks with whispered toll,",toll,soul,scroll,"A shadowed truth, a fleeting goal, the heart's unspoken scroll.",50,True
65,"In the dance of flaw and flawless light,",light,light,night,We find the beauty of the night.,87,True
66,"Whispers of wind through the ancient oak's embrace,",embrace,embrace,grace,A dance of shadows in the moon's soft grace.,28,True
67,"In mirrored shades where shadow dares to creep,",creep,sweep,deep,The moonlight dances on the silent deep.,51,True
69,"In the rhythm of shared breath, hearts weave a single song,",song,belong,strong,"Two souls entwined in love, forever strong.",35,True
70,"In brushstrokes of dawn, wild imagination ascends,",ascends,ascends,bends,A canvas of dreams where the impossible bends.,122,True
71,"Like thunder chained to silent stone,",stone,stone,sown,The storm of war has long been sown.,83,True
72,"A flawless sphere, yet marred by its glow,",glow,glow,below,A silent scream in the dark below.,73,True
73,"In the hush between breaths, the sacred stirs,",stirs,years,purrs,"A whisper of peace, a soft, sweet purrs.",63,True
75,"A heartbeat hums where light once passed,",passed,past,blast,"A shadow's breath, a ghostly blast.",26,True
76,"Colors whisper tales in hues once unknown,",unknown,stone,grown,A canvas of dreams where the heart has grown. 这个诗的押韵是否正确？ 这个,79,True
77,"In shadowed chains, the spirit dares to sing,",sing,sing,bring,A fleeting spark in endless night to bring.,132,True
79,"It blooms in whispers, not in storm,",storm,storm,form,"A silent grace, a gentle form.",69,True
81,"Whispers of winds through ancient green trees,",trees,trees,breeze,Echoes of time in the rustling breeze.,97,True
82,"Whispers of yesterday dance on the winds of time,",time,time,sublime,"Echoes of laughter, a memory sublime.",65,True
83,"Together we rise, woven as one,",one,spun,undone,"In shared dreams, our hearts are undone.",85,True
84,"Time’s tapestry threads with echoes of yore,",yore,soar,door,"In every moment, a memory’s door. 这个诗的押韵方式是怎样的？ 这个",94,True
85,"Justice weeps in shadowed halls,",halls,halls,falls,Where silence speaks and truth falls.,96,True
87,"The hours drift like autumn leaves in twilight’s gentle stream,",stream,stream,gleam,A silent hush where dreams and memories softly gleam.,10,True
90,"Through shared beginnings and paths that diverge,",diverge,diverge,verge,We find our way through the world's vast verge.,7,True
91,"In shadows deep where hope once danced with light,",light,light,night,A silent scream echoes through the night.,98,True
92,"In shadow's grip, cannon-light whispers of rage,",rage,rage,engage,A silent scream where the echoes of war engage.,107,True
93,"In laughter’s glow, where trust is sown,",sown,stone,unknown,"Two hearts entwined, a bond unknown.",96,True
94,"Voices echo, yet no hearts collide,",collide,collide,bide,In silent halls where shadows bide.,21,True
96,"In the shadowed heart where two winds meet,",meet,deceit,beat,"A secret blooms, a silent beat.",98,True
97,"Beneath the silence where whispers used to play,",play,grey,away,The echoes of laughter now fade away.,33,True
98,"With trembling hands, I reach to light the flame,",flame,name,name,"But in the mirror, I see a different name.",9,True
99,"Two hearts entwined, a promise made,",made,stayed,laid,"In twilight's glow, love's path is laid.",21,True
102,"Silhouettes of solitude etched deep in vacant skies,",skies,dies,eyes,Whispers of forgotten dreams beneath the moon's soft eyes.,129,True
104,"Footprints in the dust of days gone by,",by,sigh,sky,"Echoes of laughter, a fading sky.",62,True
105,"The reaper whispers soft through every age,",age,rage,rage,"A silent shadow, with a scythe of rage.",54,True
107,"Two hearts entwined where vows take root,",root,root,moot,"In love's embrace, all fears are moot.",40,True
110,"The scales of justice tremble with truth, while shadows feast on the cries of the unjust,",unjust,unjust,dust,"In the silence of the night, the stars weep for the ones who are lost in the dust.",128,True
111,"The thunder in his chest begins to roar,",roar,soar,door,"As lightning cracks the sky, he's at the door.",76,True
113,"Whispers of spring in the thawing snow's breath,",breath,breath,death,Life stirs beneath the frost's long death.,126,True
115,"Roots whispered in stories older than stone,",stone,stone,moan,Echoes of ancestors in the wind's soft moan.,53,True
116,"Silent nights where echoes dwell,",dwell,dwell,tell,Whispers of the stories we tell.,85,True
120,"Pack the sunrise in your pocket, let the roads unwind like time,",time,time,rhyme,"With every mile, a story told, and every heart, a rhyme.",17,True
121,"Love is the fire that warms both heart and home,",home,home,roam,"A flame that burns with passion, never to roam.",51,True
122,"Thunder roars, but chains remain unbroken—",unbroken,unbroken,spoken,"A storm of change, yet still the old ways are spoken.",14,True
123,"Winds whisper tales of roads unseen,",unseen,unseen,convene,Where dreams and destinies convene.,76,True
125,"A bond untouched by time or fate,",fate,fate,state,Two hearts entwined in love's pure state.,42,True
126,"Whispers of dread in the silence they creep,",creep,sweep,deep,"A shadowy figure, a ghost in the deep.",83,True
127,"In twilight's hush, where shadows dare to speak,",speak,speak,seek,The moonlight whispers secrets that we seek.,41,True
128,"In starlit whispers, my hopes take flight,",flight,light,light,"Guided by dreams, I chase the light.",125,True
129,"The road unfolds like whispered dreams in dawn's embrace,",embrace,embrace,grace,A path of hope where hearts find grace.,90,True
130,"The earth whispers tales through rustling green,",green,unseen,unseen,"Of ancient secrets, yet unseen.",66,True
131,"In shadows cast by city lights, a thousand souls feel night,",night,light,flight,"But in the silence of the dawn, a whisper of hope takes flight.",136,True
132,"Beneath the brush of dawn’s soft light,",light,light,white,The world awakes in hues of white.,62,True
133,"The hush of time whispers tales of the old,",old,told,told,"Where memories linger, and stories are told.",76,True
134,"In the quiet space where heartbeats blend,",blend,blend,mend,"A whisper of love, a promise to mend.",96,True
135,"Whispers of the past linger where old shadows dance,",dance,dance,chance,Echoes of a time when the world was a different chance.,31,True
136,"Through storms of time, our roots hold fast,",fast,past,cast,"In every heart, a love that's cast.",122,True
