,first_line,first_last_word,rhyme_group,second_last_word,original_generation,chosen_index,found_valid_row
41,"Like sunlight breaking through the clouds of gray,",gray,grey,day,"A new day dawns, a fresh start, a brand new day.",162,True
43,"Autumn's breath turns leaves to gold, a whispered story told,",told,told,fold,"In the quiet of the woods, where secrets softly fold.",173,True
44,"The shadows stretch where laughter once was bright,",bright,light,flight,"In twilight's hush, the echoes take flight.",66,True
45,"Beneath the canvas of twilight's embrace,",embrace,embrace,race,"A symphony of stars, a celestial race.",118,True
46,"In the shadow's grip, a fragile light whispers of tomorrow's might,",might,light,night,"A fleeting moment, a promise kept, in the heart of the night.",171,True
48,"Stars map my longing in the heavens’ sly embrace,",embrace,embrace,race,"A constellation of dreams, a celestial race.",0,True
50,"In whispers of light, the soul finds its creed,",creed,creed,need,"In shadows of night, the heart finds its need.",25,True
54,"Blossoms bloom where laughter finds its way,",way,grey,display,"In the garden of life, joy's sweet display.",50,True
57,Whispers of velvet and hues that sing—,sing,sing,wing,A tapestry woven by the night's wing.,125,True
59,"Whispers through the grass where the wild things dance,",dance,dance,romance,"In the moonlight's glow, a secret romance.",61,True
60,"A bond unspoken, yet deep as the sea,",sea,sea,free,"A love that transcends, a love that's free.",191,True
61,"Whispers of winter melt into the bloom of spring’s embrace,",embrace,embrace,grace,"As the world awakens, painting a canvas of hope and grace.",150,True
65,"In the dance of flaw and flawless light,",light,light,sight,"A paradox, a sight.",116,True
66,"Whispers of wind through the ancient oak's embrace,",embrace,embrace,grace,A dance of leaves in the autumn's gentle grace.,86,True
67,"In mirrored shades where shadow dares to creep,",creep,sweep,sleep,"A secret world, where secrets softly sleep.",46,True
68,"When whispered vows turn cold as winter skies,",skies,dies,sighs,"And love's sweet song is lost in endless sighs,",54,True
71,"Like thunder chained to silent stone,",stone,stone,own,"A heart that beats, yet cannot own.",57,True
72,"A flawless sphere, yet marred by its glow,",glow,glow,so,"A celestial body, yet not quite so.",181,True
76,"Colors whisper tales in hues once unknown,",unknown,stone,sown,"In the heart of the forest, where secrets are sown.",111,True
79,"It blooms in whispers, not in storm,",storm,storm,form,"A flower of hope, a heart's warm form.",193,True
81,"Whispers of winds through ancient green trees,",trees,trees,breeze,A dance of leaves in the autumn breeze.,125,True
82,"Whispers of yesterday dance on the winds of time,",time,time,sublime,"Echoes of the past, a melody sublime.",116,True
84,"Time’s tapestry threads with echoes of yore,",yore,soar,lore,"In every moment, history’s lore.",4,True
86,"Laughter echoes down the lane where sunlit days once played,",played,stayed,shade,"A memory of joy, a fleeting, cherished shade.",15,True
87,"The hours drift like autumn leaves in twilight’s gentle stream,",stream,stream,dream,"A fleeting dance of shadows, a wistful, quiet dream.",22,True
88,"The road unwinds its thread through mist and sun,",sun,spun,begun,"A journey's end, a start, a life begun.",68,True
91,"In shadows deep where hope once danced with light,",light,light,night,"A tale of love, a story of the night.",127,True
93,"In laughter’s glow, where trust is sown,",sown,stone,grown,"A bond of love, forever grown.",38,True
96,"In the shadowed heart where two winds meet,",meet,deceit,sweet,"A tale of love, both fierce and sweet.",67,True
97,"Beneath the silence where whispers used to play,",play,grey,stay,"In the quiet corners, memories stay.",48,True
98,"With trembling hands, I reach to light the flame,",flame,name,name,"A flicker of hope, a gentle name.",173,True
99,"Two hearts entwined, a promise made,",made,stayed,laid,"A love that's true, a love that's laid.",115,True
100,"In twilight’s hush, where hearts exhale,",exhale,exhale,tale,"A gentle breeze, a whispered tale.",104,True
104,"Footprints in the dust of days gone by,",by,sigh,try,"A tale of love, a story to try.",88,True
105,"The reaper whispers soft through every age,",age,rage,sage,"His scythe a blade of time, his song a sage.",30,True
108,"In the shadows, whispers rise—half angel, half abyss,",abyss,abyss,bliss,"A tale of love and loss, where the heart finds its bliss.",104,True
111,"The thunder in his chest begins to roar,",roar,soar,more,As he prepares to take the stage once more.,190,True
114,"The elder chants as clocks devour time,",time,time,rhyme,"The younger listens, a child of rhyme.",100,True
115,"Roots whispered in stories older than stone,",stone,stone,known,"In every leaf, a tale of olden times known.",144,True
116,"Silent nights where echoes dwell,",dwell,dwell,tell,"In the shadows, secrets tell.",87,True
118,"Autumn's breath whispers through the trees,",trees,trees,breeze,Leaves dance in the golden breeze.,124,True
122,"Thunder roars, but chains remain unbroken—",unbroken,unbroken,token,"The storm's fury, a fleeting moment's token.",131,True
124,"In the quiet dawn, where prayers and petals rise,",rise,dies,skies,A gentle breeze whispers through the morning skies.,134,True
125,"A bond untouched by time or fate,",fate,fate,late,A love that's pure and never late.,8,True
127,"In twilight's hush, where shadows dare to speak,",speak,speak,seek,"A tale of love, both sweet and bitter, we seek.",6,True
128,"In starlit whispers, my hopes take flight,",flight,light,bright,"A dreamer's heart, forever bright.",147,True
130,"The earth whispers tales through rustling green,",green,unseen,unseen,"In every leaf, a story unseen.",150,True
131,"In shadows cast by city lights, a thousand souls feel night,",night,light,plight,"A silent cry for help, a plea to break the chains of plight,",152,True
132,"Beneath the brush of dawn’s soft light,",light,light,bright,"A world of wonder, pure and bright.",30,True
134,"In the quiet space where heartbeats blend,",blend,blend,penned,"A love story, forever penned.",138,True
136,"Through storms of time, our roots hold fast,",fast,past,cast,"In every leaf, our story's cast.",41,True
138,"Whispers of winds through ancient tree songs flow,",flow,glow,bestow,"In the heart of nature, secrets they bestow.",7,True
139,"Whispers of crimson, symphonies in every thread,",thread,thread,dead,"A tapestry of passion, a love that's never dead.",27,True
144,"In the golden glow of dusk, I chase the echoes of summer's hush,",hush,hush,lush,"A symphony of whispers, where the wind and waves dance in a lush.",181,True
147,"Joy dances bright where kind hearts meet,",meet,deceit,beat,"In love's embrace, they find their beat.",86,True
150,"Wings of dawn clash with iron night,",night,light,light,"In the sky, a battle's light.",87,True
152,"Whispers of the past dance on the breeze,",breeze,trees,please,"A tale of love, a story to please.",48,True
156,"Two hearts entwined, a vow so true,",true,new,new,"A love that's pure, a love that's new.",185,True
157,"A tapestry woven in laughter and tears,",tears,years,fears,A tapestry woven in love and in fears.,108,True
158,"Like shadows at the close of day,",day,grey,play,"The sun's last rays, a fleeting play.",187,True
159,"Whispers of wind through the emerald embrace,",embrace,embrace,grace,A dance of leaves in the autumn's grace.,76,True
162,"Colors whisper secrets where wild imaginations tread,",tread,thread,dead,"In a world of wonder, where dreams are never dead.",124,True
168,"Smoke ascends where silent dreams once grew,",grew,new,new,"In twilight's embrace, the night is new.",16,True
170,"In shadows cast by silver lies,",lies,dies,disguise,"A tale of love, a heart's disguise.",71,True
171,"In whispered groves where the wild things dance,",dance,dance,trance,"A secret garden, a hidden trance.",15,True
173,"Time weaves its wisdom, thread by silent thread,",thread,thread,spread,"In every moment, life's tapestry is spread.",105,True
178,"Beneath the map's edge, the unknown beckons soft and wide,",wide,collide,inside,"A world of wonder, waiting to be explored inside.",54,True
179,"A heartbeat’s whisper, a soul’s soft fire,",fire,desire,aspire,"In the quiet night, where dreams aspire.",115,True
181,"Whispers of winter kiss the thawing spring,",spring,sing,thing,"A gentle breeze, a soft, sweet thing.",50,True
184,"In starlit whispers, my heart ignites,",ignites,ignites,lights,A flame that burns with eternal lights.,157,True
185,"Amidst the swirl of hues and whispered air,",air,despair,affair,"A dance of colors, a fleeting affair.",122,True
186,"Beneath soft lies, the truth wears a cloak of light,",light,light,flight,"In shadows cast, the dawn of day takes flight.",105,True
187,"Two hearts entwined where the vows take flight,",flight,light,might,"In love's embrace, they find their might.",88,True
188,"A laughter rings where sunshine stirs the air,",air,despair,prayer,"A melody of joy, a heart's pure prayer.",108,True
190,"A breath too brief, a shadow that swallows the light,",light,light,night,"A fleeting moment, a whisper in the night.",162,True
191,"In shadowed hands, the torch of might is pressed,",pressed,breast,quest,"A beacon of hope, a guiding quest.",41,True
193,"Seconds whisper through the cracks of youth,",youth,youth,truth,"A fleeting dance, a moment's truth.",170,True
195,"Whispers of wind through the emerald trees,",trees,trees,breeze,"A gentle breeze, a soothing breeze.",130,True
